ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,saleprice
50,RM,52.0,6240,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,884.0,GasA,TA,Y,FuseA,1367,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,1978.0,1.0,Y,0,0,0,0,120,0,,,,0,11,2007,WD ,Normal,127500
30,RM,60.0,6180,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,960.0,GasA,TA,N,SBrkr,986,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,1926.0,1.0,Y,0,128,0,0,0,0,,,,0,5,2007,WD ,Normal,102000
70,RM,47.0,7755,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1100.0,GasA,Ex,Y,FuseA,2264,0.0,0.0,2,1,4,1,TA,8,Typ,0,,1950.0,1.0,Y,0,152,0,0,0,0,,MnPrv,,0,5,2007,WD ,Normal,200000
70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,764.0,GasA,Ex,Y,FuseA,1824,0.0,0.0,1,0,3,1,TA,8,Typ,1,Gd,1940.0,2.0,N,0,0,126,0,0,0,,GdPrv,,0,7,2007,WD ,Normal,180500
50,RL,60.0,8850,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,768.0,GasA,Ex,Y,SBrkr,1376,0.0,0.0,1,0,3,1,Gd,7,Typ,0,,1977.0,2.0,P,0,54,144,0,0,0,,,,0,2,2007,WD ,Normal,165000
50,RL,60.0,8550,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,750.0,GasA,TA,Y,SBrkr,1316,0.0,0.0,1,0,4,1,TA,7,Typ,0,,1965.0,2.0,Y,0,0,0,0,0,0,,,,0,10,2007,ConLw,Family,90000
70,RL,60.0,8730,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,698.0,GasA,Ex,Y,FuseA,1396,0.0,0.0,1,0,3,1,TA,7,Typ,0,,2003.0,1.0,Y,0,0,0,0,259,0,,,,0,7,2007,WD ,Normal,153575
70,RM,60.0,5700,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,672.0,GasA,Gd,N,FuseA,1344,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,1979.0,2.0,Y,0,0,70,0,0,0,,GdPrv,,0,9,2007,WD ,Normal,140000
50,RM,60.0,8520,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,LwQ,714.0,GasW,TA,N,SBrkr,2526,0.0,0.0,2,0,5,1,Gd,10,Typ,1,Gd,1916.0,1.0,Y,88,15,0,0,0,0,,GdWo,,0,8,2007,CWD,Family,136000
45,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,592.0,GasA,TA,N,FuseA,1173,0.0,0.0,2,0,3,1,TA,7,Typ,0,,1920.0,1.0,Y,0,25,77,0,0,0,,MnPrv,,0,9,2007,WD ,AdjLand,113000
50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,969.0,GasA,TA,N,FuseA,1214,0.0,0.0,1,0,2,1,TA,6,Typ,0,,1920.0,1.0,N,0,0,77,0,0,0,,MnPrv,,0,9,2007,WD ,AdjLand,117000
50,RM,60.0,7758,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,1040.0,GasA,Ex,Y,FuseF,1818,0.0,0.0,1,1,4,1,TA,7,Typ,2,TA,1951.0,1.0,Y,0,0,0,0,184,0,,,,0,6,2007,WD ,Normal,169500
45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,637.0,GasA,Ex,Y,FuseF,1108,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,1930.0,1.0,N,0,0,205,0,0,0,,GdPrv,,0,6,2007,WD ,Normal,139400
80,RM,120.0,13200,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,234.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,741.0,GasA,Fa,Y,SBrkr,2294,0.0,0.0,3,0,5,1,TA,9,Typ,1,Gd,1963.0,2.0,Y,0,110,0,0,0,0,,,,0,4,2007,WD ,Normal,202500
70,RM,60.0,6882,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,684.0,GasA,TA,Y,SBrkr,1355,0.0,0.0,1,1,3,1,Gd,7,Typ,0,,0.0,0.0,Y,136,0,115,0,0,0,,,,0,3,2007,WD ,Normal,127000
50,RM,50.0,9000,Pave,No Alley,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,780.0,GasA,TA,Y,SBrkr,1375,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,1979.0,1.0,P,0,162,0,0,126,0,,,,0,12,2007,WD ,Normal,141000
60,RM,60.0,9780,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,9,1950,2005,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Ex,CBlock,TA,TA,No,LwQ,Rec,976.0,GasA,Ex,Y,SBrkr,1952,0.0,0.0,1,1,4,1,Gd,8,Typ,2,TA,1950.0,1.0,Y,285,0,0,0,216,0,,,,0,4,2007,WD ,Normal,212300
50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,1138.0,GasA,Gd,Y,SBrkr,2180,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,2006.0,2.0,N,0,0,170,0,0,0,,,,0,5,2007,WD ,Normal,161000
190,RM,52.0,4330,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,4,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Fa,TA,No,Rec,ALQ,808.0,GasA,TA,Y,SBrkr,1315,1.0,0.0,2,0,3,1,TA,5,Typ,0,,1958.0,2.0,Y,0,0,0,0,0,0,,,,0,2,2007,COD,Abnorml,99500
75,RM,60.0,7200,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530.0,GasA,TA,N,SBrkr,1111,0.0,0.0,1,0,3,1,Fa,6,Typ,0,,1935.0,1.0,N,0,0,144,0,0,0,,,,0,3,2007,WD ,Normal,101000
30,RM,40.0,4800,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1196.0,GasA,Ex,Y,FuseA,1196,1.0,0.0,1,0,2,1,TA,5,Typ,0,,1957.0,2.0,Y,0,0,0,0,0,0,,,,0,7,2007,WD ,Normal,109900
50,RM,60.0,12358,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,720.0,GasA,TA,Y,SBrkr,1382,0.0,0.0,1,1,2,1,TA,7,Typ,0,,1991.0,2.0,Y,237,0,0,0,0,0,,,,0,5,2007,WD ,Normal,128500
190,RM,60.0,10120,Pave,No Alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925.0,GasA,TA,N,FuseF,1889,0.0,0.0,1,1,4,2,TA,9,Typ,1,Gd,1960.0,1.0,N,0,0,264,0,0,0,,MnPrv,,0,1,2007,WD ,Normal,122000
45,RM,55.0,4388,Pave,No Alley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,Unf,672.0,GasA,Ex,Y,SBrkr,840,0.0,0.0,1,0,3,1,TA,5,Typ,1,TA,0.0,0.0,N,0,0,0,0,0,0,,,,0,6,2007,WD ,Normal,87000
50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,4,1,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,771.0,GasA,Fa,Y,SBrkr,1484,0.0,0.0,2,0,3,1,TA,6,Sal,0,,1910.0,1.0,N,14,211,0,0,84,0,,,,0,9,2007,COD,Abnorml,50000
70,RL,107.0,12888,Pave,No Alley,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1005.0,GasA,TA,Y,SBrkr,2267,1.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,1937.0,2.0,Y,521,0,0,0,0,0,,,,0,4,2007,WD ,Normal,219000
50,RL,138.0,18030,Pave,No Alley,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1598.0,GasA,TA,Y,SBrkr,3086,0.0,0.0,3,0,3,1,Ex,12,Maj1,1,Gd,0.0,0.0,Y,122,0,0,0,0,0,,MnPrv,,0,3,2007,WD ,Normal,200500
50,RL,60.0,8160,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,756.0,GasA,Fa,N,FuseF,1134,1.0,0.0,1,1,3,1,TA,7,Typ,0,,1940.0,1.0,P,0,0,0,0,0,0,,,,0,4,2007,WD ,AdjLand,126000
190,RL,59.0,4484,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,672.0,GasA,TA,N,SBrkr,1282,1.0,0.0,1,0,2,1,TA,4,Typ,0,,1942.0,1.0,Y,0,88,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,108500
190,RL,75.0,11235,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,925.0,GasA,TA,Y,SBrkr,999,1.0,0.0,1,0,3,1,TA,6,Typ,0,,1963.0,1.0,Y,40,176,0,0,0,0,,MnPrv,,0,3,2007,WD ,Normal,130000
85,RL,75.0,11235,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1964,1980,Gable,CompShg,HdBoard,HdBoard,30.0,TA,TA,CBlock,Gd,TA,Av,BLQ,Unf,1420.0,GasA,Gd,Y,SBrkr,1452,1.0,0.0,1,0,2,1,TA,6,Min2,1,TA,1964.0,2.0,Y,92,0,88,0,0,0,,,,0,11,2007,WD ,Normal,158450
20,RL,62.0,14299,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,1964,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1005.0,GasA,TA,Y,SBrkr,1005,1.0,0.0,1,0,3,1,TA,5,Typ,0,,1964.0,2.0,N,0,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,115400
20,RL,61.0,7943,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,Unf,1029.0,GasA,Gd,Y,SBrkr,1029,1.0,0.0,1,0,3,1,TA,5,Typ,0,,1961.0,1.0,Y,64,0,39,0,0,0,,,,0,4,2007,WD ,Normal,118500
80,RL,65.0,14149,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,2001,Hip,CompShg,HdBoard,HdBoard,50.0,Gd,Gd,CBlock,TA,TA,Gd,LwQ,BLQ,980.0,GasA,TA,Y,SBrkr,1020,0.0,1.0,2,0,3,1,TA,5,Typ,1,Po,1970.0,2.0,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Normal,165000
20,RL,72.0,11677,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,442.0,TA,TA,CBlock,TA,TA,Av,Rec,BLQ,1040.0,GasA,TA,Y,SBrkr,1040,1.0,0.0,1,0,3,1,TA,6,Typ,0,,1966.0,1.0,Y,0,90,0,0,0,0,,MnPrv,,0,2,2007,WD ,Normal,123000
85,RL,70.0,8400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,Gd,LwQ,Rec,814.0,GasA,Gd,Y,SBrkr,913,1.0,0.0,1,0,3,1,TA,6,Typ,0,,1990.0,1.0,Y,0,0,252,0,0,0,,,,0,5,2007,WD ,Normal,129000
20,RL,99.0,7094,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,894.0,GasA,TA,Y,SBrkr,894,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1966.0,1.0,Y,0,0,0,0,0,0,,MnPrv,,0,5,2007,WD ,Normal,125000
20,RL,72.0,8978,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,948.0,GasA,TA,Y,SBrkr,948,0.0,0.0,1,0,3,1,TA,6,Typ,0,,1968.0,1.0,Y,147,0,0,0,0,0,,,,0,5,2007,WD ,Family,108000
190,RL,70.0,8425,Pave,No Alley,Reg,Lvl,AllPub,FR3,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,5,6,1971,1990,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,768.0,GasA,Gd,Y,SBrkr,868,1.0,0.0,1,0,2,1,TA,6,Typ,0,,1989.0,2.0,Y,138,0,0,0,0,0,,GdPrv,,0,5,2007,WD ,Normal,119900
20,RL,86.0,8665,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,89.0,TA,TA,CBlock,TA,TA,Mn,Rec,BLQ,876.0,GasA,TA,Y,SBrkr,897,0.0,0.0,1,0,3,1,TA,5,Typ,0,,1968.0,1.0,Y,0,0,0,0,0,0,,,,0,1,2007,WD ,Normal,115000
20,RL,72.0,8398,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,323.0,TA,Gd,CBlock,TA,TA,No,LwQ,BLQ,943.0,GasA,TA,Y,SBrkr,943,1.0,0.0,1,0,2,1,TA,5,Typ,0,,1972.0,2.0,Y,132,0,0,0,0,0,,,,0,6,2007,WD ,Normal,134500
20,RL,66.0,7742,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,955.0,GasA,Ex,Y,SBrkr,955,1.0,0.0,1,0,3,1,TA,6,Typ,0,,1966.0,1.0,Y,0,0,0,0,0,0,,MnPrv,,0,1,2007,WD ,Normal,127000
20,RL,109.0,8724,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,894.0,GasA,Gd,Y,SBrkr,894,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,1968.0,2.0,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Normal,129000
20,RL,71.0,8197,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,148.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,660.0,GasA,Ex,Y,SBrkr,1285,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,1977.0,2.0,Y,138,0,0,0,0,0,,MnPrv,,0,4,2007,WD ,Normal,143500
20,RL,72.0,8169,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,TA,No,Rec,ALQ,912.0,GasA,Ex,Y,SBrkr,912,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,1966.0,1.0,Y,204,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,129000
20,RL,81.0,14175,Pave,No Alley,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,1240.0,GasA,Gd,Y,SBrkr,1375,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,1956.0,1.0,Y,0,0,0,0,0,0,,,,0,12,2007,WD ,Normal,187000
60,RL,99.0,16779,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,5,4,1920,1996,Gable,CompShg,Wd Sdng,Wd Sdng,356.0,TA,Fa,CBlock,Gd,TA,No,BLQ,Unf,671.0,GasA,Fa,Y,SBrkr,2654,0.0,0.0,3,0,4,1,TA,11,Mod,1,Gd,1946.0,2.0,Y,128,570,0,0,0,0,,,Shed,500,5,2007,WD ,Normal,158000
30,RL,72.0,25339,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,Ex,Y,SBrkr,1416,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,2007.0,2.0,N,0,0,112,0,0,0,,,,0,8,2007,WD ,Normal,112000
50,RL,70.0,6960,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,680.0,GasA,Ex,Y,FuseA,1302,0.0,0.0,1,1,2,1,Gd,6,Typ,2,Gd,1940.0,1.0,Y,0,0,0,0,126,0,,MnPrv,,0,7,2007,WD ,Normal,165250
20,RL,91.0,11375,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,967.0,GasA,TA,Y,SBrkr,1299,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,1954.0,2.0,Y,81,0,280,0,0,0,,,,0,10,2007,WD ,Normal,150000
20,RL,85.0,13770,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1958,1998,Gable,CompShg,Plywood,Plywood,340.0,TA,TA,CBlock,TA,TA,Mn,Rec,BLQ,1158.0,GasA,TA,Y,SBrkr,1176,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,1958.0,1.0,Y,0,0,0,0,0,0,,,,0,10,2007,VWD,Normal,137000
20,RL,72.0,9000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,Slab,,,,,,0.0,GasA,TA,N,FuseA,998,0.0,0.0,1,0,3,1,TA,5,Min2,0,,1952.0,2.0,Y,0,0,140,0,0,0,,,,0,5,2007,WD ,Normal,89500
20,RL,80.5,115149,Pave,No Alley,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1643.0,GasA,TA,Y,SBrkr,1824,1.0,0.0,2,0,2,1,Gd,5,Typ,2,TA,1971.0,2.0,Y,380,48,0,0,0,0,,,,0,6,2007,WD ,Normal,302000
20,RL,80.5,11075,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,Wd Sdng,Wd Sdng,136.0,TA,TA,PConc,Gd,TA,No,BLQ,LwQ,1190.0,GasA,Ex,Y,SBrkr,1522,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,1984.0,2.0,Y,0,77,0,0,168,0,,GdPrv,,0,2,2007,WD ,Normal,182000
60,RL,97.0,10029,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1151.0,GasA,TA,Y,SBrkr,2060,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,1988.0,2.0,Y,0,228,0,0,192,0,,,,0,9,2007,WD ,Normal,211000
20,RL,65.0,17541,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,CBlock,TA,Gd,Mn,BLQ,Unf,409.0,GasA,Ex,Y,SBrkr,1325,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,1996.0,2.0,Y,0,42,0,0,0,0,,,,0,7,2007,WD ,Normal,216000
20,RL,65.0,22692,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1073.0,GasA,TA,Y,SBrkr,1630,0.0,0.0,2,0,3,1,TA,6,Mod,1,TA,1953.0,2.0,P,0,64,0,0,0,0,,,,0,3,2007,COD,Normal,130000
20,RL,84.0,17808,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,484.0,GasA,TA,N,SBrkr,1242,0.0,0.0,1,0,2,1,TA,4,Mod,0,,1946.0,1.0,N,0,0,0,0,0,0,,,,0,7,2007,WD ,Normal,109900
